year,Country,NUM_OF_VISITORS
2010,United States,200
2010,United States,100
2010,United States,400
2010,Overseas,900
2010,Overseas,500
2010,Overseas,600
2010,Overseas,1400
2010,Canada,51400
2010,Canada,700
2010,Canada,2200
2010,Canada,200
2010,United States,200
2010,United States,400
2010,United States,100
2010,United States,0
2010,United States,0
2010,United States,100
2010,United States,0
2010,United States,0
2010,United States,0
2010,United States,0
2010,Canada,7000
2010,Canada,2000
2010,Canada,11000
2010,Canada,4100
2010,United States,600
2010,United States,400
2010,United States,200
2010,United States,100
2010,United States,500
2010,United States,0
2010,United States,100
2010,United States,0
2010,United States,200
2010,Overseas,400
2010,Overseas,200
2010,Overseas,300
2010,Overseas,400
2010,Canada,52800
2010,Canada,800
2010,Canada,2200
2010,Canada,200
2010,United States,300
2010,United States,400
2010,United States,100
2010,United States,0
2010,United States,0
2010,United States,100
2010,United States,0
2010,United States,0
2010,United States,0
2010,United States,0
2010,Overseas,0
2010,Canada,7700
2010,Canada,2300
2010,Canada,12000
2010,Canada,4200
2010,United States,300
2010,United States,200
2010,United States,200
2010,United States,100
2010,United States,500
2010,United States,0
2010,United States,200
2010,United States,100
2010,United States,200
2010,Overseas,500
2010,Overseas,300
2010,Overseas,500
2010,Canada,67300
2010,Canada,1300
2010,Canada,4400
2010,Canada,300
2010,United States,300
2010,United States,700
2010,United States,200
2010,United States,100
2010,United States,0
2010,United States,100
2010,United States,0
2010,United States,0
2010,United States,0
2010,United States,100
2010,Overseas,0
2010,Canada,8900
2010,Canada,3700
2010,Canada,14700
2010,Canada,5200
2010,United States,300
2010,United States,600
2010,United States,500
2010,United States,100
2010,United States,600
2010,United States,0
2010,United States,200
2010,United States,100
2010,United States,400
2010,Overseas,1100
2010,Overseas,200
2010,Overseas,500
2010,Overseas,700
2010,Canada,72200
2010,Canada,2000
2010,Canada,7300
2010,Canada,700
2010,United States,600
2010,United States,1300
2010,United States,400
2010,United States,100
2010,United States,0
2010,United States,300
2010,United States,0
2010,United States,0
2010,United States,100
2010,United States,0
2010,Overseas,0
2010,Canada,8200
2010,Canada,3000
2010,Canada,16500
2010,Canada,8200
2010,United States,400
2010,United States,500
2010,United States,500
2010,United States,100
2010,United States,900
2010,United States,100
2010,United States,300
2010,United States,300
2010,United States,600
2010,Overseas,1000
2010,Overseas,200
2010,Overseas,600
2010,Overseas,1200
2010,Canada,78900
2010,Canada,3200
2010,Canada,11100
2010,Canada,1500
2010,United States,900
2010,United States,2100
2010,United States,900
2010,United States,300
2010,United States,100
2010,United States,800
2010,United States,0
2010,United States,100
2010,United States,100
2010,United States,100
2010,Overseas,0
2010,Canada,7200
2010,Canada,2300
2010,Canada,20400
2010,Canada,11900
2010,United States,800
2010,United States,1600
2010,United States,700
2010,United States,300
2010,United States,1800
2010,United States,200
2010,United States,400
2010,United States,500
2010,United States,800
2010,Overseas,2600
2010,Overseas,1200
2010,Overseas,1900
2010,Overseas,2800
2010,Canada,78200
2010,Canada,5100
2010,Canada,18900
2010,Canada,2600
2010,United States,1500
2010,United States,3800
2010,United States,1900
2010,United States,800
2010,United States,300
2010,United States,2100
2010,United States,100
2010,United States,200
2010,United States,300
2010,United States,500
2010,Overseas,0
2010,Canada,6600
2010,Canada,2900
2010,Canada,25100
2010,Canada,17600
2010,United States,1300
2010,United States,2300
2010,United States,1400
2010,United States,800
2010,United States,2700
2010,United States,400
2010,United States,1400
2010,United States,1000
2010,United States,2000
2010,Overseas,2400
2010,Overseas,1400
2010,Overseas,2400
2010,Overseas,2500
2010,Canada,130200
2010,Canada,19200
2010,Canada,70600
2010,Canada,6200
2010,United States,3500
2010,United States,10400
2010,United States,5100
2010,United States,2200
2011,Overseas,0
2010,United States,700
2010,United States,4700
2010,United States,200
2010,United States,600
2010,United States,700
2010,United States,1000
2010,Overseas,0
2010,Canada,8000
2010,Canada,6100
2010,Canada,34300
2010,Canada,24400
2010,United States,1500
2010,United States,2900
2010,United States,1400
2010,United States,700
2010,United States,4400
2010,United States,500
2010,United States,1500
2010,United States,1500
2010,United States,2100
2010,Overseas,3800
2010,Overseas,2100
2010,Overseas,2900
2010,Overseas,3100
2010,Canada,125900
2010,Canada,16400
2010,Canada,69000
2010,Canada,4600
2010,United States,2800
2010,United States,9700
2010,United States,5500
2010,United States,1900
2010,United States,700
2010,United States,3700
2010,United States,300
2010,United States,500
2010,United States,600
2010,United States,800
2010,Overseas,0
2010,Canada,7500
2010,Canada,3300
2010,Canada,23300
2010,Canada,15700
2010,United States,600
2010,United States,1600
2010,United States,1500
2010,United States,500
2010,United States,2700
2010,United States,200
2010,United States,900
2010,United States,400
2010,United States,1500
2010,Overseas,2700
2010,Overseas,2700
2010,Overseas,2400
2010,Overseas,2700
2010,Canada,79500
2010,Canada,4400
2010,Canada,24300
2010,Canada,2400
2010,United States,1700
2010,United States,4600
2010,United States,3300
2010,United States,1200
2010,United States,400
2010,United States,2100
2010,United States,200
2010,United States,300
2010,United States,300
2010,United States,600
2010,Overseas,0
2010,Canada,8000
2010,Canada,3800
2010,Canada,16100
2010,Canada,12100
2010,United States,700
2010,United States,1100
2010,United States,900
2010,United States,500
2010,United States,2000
2010,United States,400
2010,United States,900
2010,United States,500
2010,United States,1200
2010,Overseas,2300
2010,Overseas,1600
2010,Overseas,2000
2010,Overseas,1600
2010,Canada,81600
2010,Canada,2200
2010,Canada,11400
2010,Canada,1400
2011,Overseas,700
2010,United States,1200
2010,United States,2700
2010,United States,1300
2010,United States,500
2010,United States,300
2010,United States,800
2010,United States,0
2010,United States,100
2010,United States,200
2010,United States,300
2010,Overseas,0
2010,Canada,8400
2010,Canada,4400
2010,Canada,13600
2010,Canada,5500
2010,United States,500
2010,United States,500
2010,United States,400
2010,United States,100
2010,United States,700
2010,United States,0
2010,United States,200
2010,United States,100
2010,United States,300
2010,Overseas,500
2010,Overseas,800
2010,Overseas,500
2010,Overseas,1100
2010,Canada,67500
2010,Canada,1000
2010,Canada,4800
2010,Canada,300
2010,United States,400
2010,United States,700
2010,United States,300
2010,United States,100
2010,United States,0
2010,United States,100
2010,United States,0
2010,United States,0
2010,United States,0
2010,United States,100
2010,Overseas,0
2010,Canada,7800
2010,Canada,2300
2010,Canada,16900
2010,Canada,5000
2010,United States,500
2010,United States,400
2010,United States,300
2010,United States,100
2010,United States,600
2010,United States,0
2010,United States,300
2010,United States,100
2010,United States,200
2010,Overseas,900
2010,Overseas,200
2010,Overseas,400
2010,Overseas,800
2010,Canada,56700
2010,Canada,600
2010,Canada,3000
2010,Canada,200
2010,United States,300
2010,United States,500
2010,United States,200
2010,United States,100
2010,United States,0
2010,United States,100
2010,United States,0
2010,United States,0
2010,United States,0
2010,United States,0
2010,Overseas,0
2011,Canada,6600
2011,Canada,2700
2011,Canada,10600
2011,Canada,6000
2011,United States,300
2011,United States,500
2011,United States,300
2011,United States,100
2011,United States,600
2011,United States,200
2011,United States,100
2011,United States,0
2011,United States,300
2011,Overseas,700
2011,Overseas,400
2011,Overseas,900
2011,Overseas,1600
2011,Canada,47700
2011,Canada,300
2011,Canada,1600
2011,Canada,100
2011,United States,300
2011,United States,200
2011,United States,0
2011,United States,0
2011,United States,0
2011,United States,200
2011,United States,0
2011,United States,0
2011,United States,0
2011,United States,0
2011,Overseas,0
2011,Canada,7200
2011,Canada,2000
2011,Canada,11300
2011,Canada,6600
2011,United States,200
2011,United States,300
2011,United States,100
2011,United States,100
2011,United States,500
2011,United States,200
2011,United States,100
2011,United States,0
2011,United States,100
2011,Overseas,500
2011,Overseas,100
2011,Overseas,600
2011,Overseas,1100
2011,Canada,45900
2011,Canada,800
2011,Canada,2300
2011,Canada,200
2011,United States,100
2011,United States,200
2011,United States,100
2011,United States,0
2011,United States,0
2011,United States,0
2011,United States,0
2011,United States,0
2011,United States,0
2011,United States,0
2011,Canada,7900
2011,Canada,2700
2011,Canada,14500
2011,Canada,5100
2011,United States,400
2011,United States,400
2011,United States,300
2011,United States,100
2011,United States,300
2011,United States,200
2011,United States,300
2011,United States,100
2011,United States,200
2011,Overseas,500
2011,Overseas,300
2011,Overseas,700
2011,Overseas,900
2011,Canada,61000
2011,Canada,800
2011,Canada,3200
2011,Canada,100
2011,United States,200
2011,United States,500
2011,United States,100
2011,United States,0
2011,United States,0
2011,United States,100
2011,United States,0
2011,United States,0
2011,United States,0
2011,United States,0
2011,Overseas,0
2011,Canada,11100
2011,Canada,2700
2011,Canada,14500
2011,Canada,5200
2011,United States,300
2011,United States,400
2011,United States,300
2011,United States,100
2011,United States,500
2011,United States,100
2011,United States,200
2011,United States,200
2011,United States,400
2011,Overseas,600
2011,Overseas,700
2011,Overseas,900
2011,Canada,72300
2011,Canada,1900
2011,Canada,7300
2011,Canada,400
2011,United States,1000
2011,United States,1400
2011,United States,300
2011,United States,200
2011,United States,0
2011,United States,300
2011,United States,0
2011,United States,0
2011,United States,100
2011,United States,100
2011,Overseas,0
2011,Canada,9600
2011,Canada,4200
2011,Canada,21000
2011,Canada,9200
2011,United States,600
2011,United States,500
2011,United States,300
2011,United States,100
2011,United States,900
2011,United States,100
2011,United States,200
2011,United States,300
2011,United States,400
2011,Overseas,800
2011,Overseas,800
2011,Overseas,600
2011,Overseas,1100
2011,Canada,72000
2011,Canada,2900
2011,Canada,11000
2011,Canada,1100
2011,United States,800
2011,United States,1800
2011,United States,600
2011,United States,300
2011,United States,100
2011,United States,700
2011,United States,0
2011,United States,100
2011,United States,100
2011,United States,100
2011,Overseas,0
2011,Canada,6300
2011,Canada,2800
2011,Canada,20700
2011,Canada,13400
2011,United States,800
2011,United States,1500
2011,United States,700
2011,United States,300
2011,United States,2000
2011,United States,400
2011,United States,700
2011,United States,600
2011,United States,1000
2011,Overseas,1700
2011,Overseas,1600
2011,Overseas,1500
2011,Overseas,2300
2011,Canada,76400
2011,Canada,6200
2011,Canada,17200
2011,Canada,2000
2011,United States,1300
2011,United States,3800
2011,United States,1800
2011,United States,700
2011,United States,200
2011,United States,1800
2011,United States,100
2011,United States,200
2011,United States,300
2011,United States,300
2011,Overseas,0
2011,Canada,7900
2011,Canada,4600
2011,Canada,27100
2011,Canada,20000
2011,United States,1200
2011,United States,2400
2011,United States,1600
2011,United States,600
2011,United States,3300
2011,United States,200
2011,United States,1100
2011,United States,1000
2011,United States,1900
2011,Overseas,2400
2011,Overseas,2000
2011,Overseas,2200
2011,Overseas,3300
2011,Canada,125500
2011,Canada,18800
2011,Canada,63500
2011,Canada,4100
2011,United States,2800
2011,United States,9600
2011,United States,4700
2011,United States,1700
2011,United States,600
2011,United States,3900
2011,United States,200
2011,United States,500
2011,United States,700
2011,United States,700
2011,Overseas,0
2011,Canada,7900
2011,Canada,5100
2011,Canada,36600
2011,Canada,28600
2011,United States,1100
2011,United States,3900
2011,United States,1400
2011,United States,600
2011,United States,4600
2011,United States,400
2011,United States,1800
2011,United States,700
2011,United States,2500
2011,Overseas,3200
2011,Overseas,3100
2011,Overseas,3700
2011,Overseas,3600
2011,Canada,120200
2011,Canada,18800
2011,Canada,55400
2011,Canada,3800
2011,United States,2800
2011,United States,9500
2011,United States,4600
2011,United States,1300
2012,Overseas,0
2011,United States,600
2011,United States,3300
2011,United States,200
2011,United States,600
2011,United States,600
2011,United States,1000
2011,Overseas,0
2011,Canada,8800
2011,Canada,3300
2011,Canada,27900
2011,Canada,14600
2011,United States,900
2011,United States,1300
2011,United States,1100
2011,United States,800
2011,United States,2100
2011,United States,200
2011,United States,800
2011,United States,900
2011,United States,2000
2011,Overseas,3000
2011,Overseas,2500
2011,Overseas,2900
2011,Overseas,2600
2011,Canada,79700
2011,Canada,6500
2011,Canada,19700
2011,Canada,2100
2011,United States,1600
2011,United States,4800
2011,United States,2900
2011,United States,900
2011,United States,600
2011,United States,2300
2011,United States,200
2011,United States,400
2011,United States,400
2011,United States,400
2011,Overseas,0
2011,Canada,8700
2011,Canada,2800
2011,Canada,23200
2011,Canada,12200
2011,United States,900
2011,United States,1900
2011,United States,600
2011,United States,400
2011,United States,1700
2011,United States,300
2011,United States,800
2011,United States,600
2011,United States,1000
2011,Overseas,1800
2011,Overseas,2000
2011,Overseas,2800
2011,Overseas,2200
2011,Canada,80200
2011,Canada,4100
2011,Canada,10500
2011,Canada,1200
2011,United States,1100
2011,United States,2800
2011,United States,1200
2011,United States,500
2011,United States,100
2011,United States,700
2011,United States,0
2011,United States,200
2011,United States,200
2011,United States,200
2011,Overseas,0
2011,Canada,9000
2011,Canada,2900
2011,Canada,18900
2011,Canada,5300
2011,United States,400
2011,United States,600
2011,United States,500
2011,United States,100
2011,United States,600
2011,United States,300
2011,United States,300
2011,United States,100
2011,United States,400
2011,Overseas,1000
2011,Overseas,400
2011,Overseas,500
2011,Overseas,2000
2011,Canada,71400
2011,Canada,2200
2011,Canada,4900
2011,Canada,400
2012,Overseas,1100
2011,United States,500
2011,United States,1200
2011,United States,300
2011,United States,100
2011,United States,100
2011,United States,200
2011,United States,0
2011,United States,0
2011,United States,0
2011,United States,100
2011,Overseas,0
2011,Canada,7400
2011,Canada,2500
2011,Canada,14200
2011,Canada,5300
2011,United States,400
2011,United States,500
2011,United States,400
2011,United States,200
2011,United States,600
2011,United States,100
2011,United States,300
2011,United States,200
2011,United States,300
2011,Overseas,800
2011,Overseas,400
2011,Overseas,400
2011,Overseas,1600
2011,Canada,66200
2011,Canada,1200
2011,Canada,5000
2011,Canada,400
2011,United States,500
2011,United States,1000
2011,United States,300
2011,United States,100
2011,United States,0
2011,United States,200
2011,United States,0
2011,United States,100
2011,United States,0
2011,United States,100
2011,Overseas,0
2012,Canada,6800
2012,Canada,3100
2012,Canada,16000
2012,Canada,7000
2012,United States,400
2012,United States,400
2012,United States,300
2012,United States,100
2012,United States,700
2012,United States,0
2012,United States,300
2012,United States,100
2012,United States,400
2012,Overseas,800
2012,Overseas,300
2012,Overseas,700
2012,Overseas,1300
2012,Canada,54100
2012,Canada,900
2012,Canada,3300
2012,Canada,200
2012,United States,300
2012,United States,700
2012,United States,200
2012,United States,100
2012,United States,0
2012,United States,100
2012,United States,0
2012,United States,0
2012,United States,0
2012,United States,100
2012,Overseas,0
2012,Canada,7500
2012,Canada,2000
2012,Canada,9900
2012,Canada,3900
2012,United States,400
2012,United States,300
2012,United States,300
2012,United States,0
2012,United States,300
2012,United States,100
2012,United States,100
2012,United States,100
2012,United States,300
2012,Overseas,500
2012,Overseas,100
2012,Overseas,500
2012,Overseas,800
2012,Canada,52800
2012,Canada,700
2012,Canada,2800
2012,Canada,200
2012,United States,200
2012,United States,700
2012,United States,100
2012,United States,0
2012,United States,0
2012,United States,100
2012,United States,0
2012,United States,0
2012,United States,0
2012,United States,100
2012,Overseas,0
2012,Canada,8400
2012,Canada,3700
2012,Canada,14900
2012,Canada,5800
2012,United States,400
2012,United States,400
2012,United States,300
2012,United States,100
2012,United States,500
2012,United States,0
2012,United States,200
2012,United States,200
2012,United States,300
2012,Overseas,1100
2012,Overseas,200
2012,Overseas,300
2012,Overseas,500
2012,Canada,67700
2012,Canada,1200
2012,Canada,4500
2012,Canada,300
2012,United States,300
2012,United States,800
2012,United States,200
2012,United States,100
2012,United States,0
2012,United States,100
2012,United States,0
2012,United States,0
2012,United States,0
2012,United States,0
2012,Canada,8000
2012,Canada,2200
2012,Canada,12700
2012,Canada,5100
2012,United States,500
2012,United States,500
2012,United States,300
2012,United States,200
2012,United States,500
2012,United States,200
2012,United States,200
2012,United States,100
2012,United States,300
2012,Overseas,600
2012,Overseas,100
2012,Overseas,900
2012,Overseas,1000
2012,Canada,71600
2012,Canada,1600
2012,Canada,8300
2012,Canada,600
2012,United States,600
2012,United States,1400
2012,United States,400
2012,United States,200
2012,United States,0
2012,United States,300
2012,United States,0
2012,United States,100
2012,United States,100
2012,United States,100
2012,Overseas,0
2012,Canada,8800
2012,Canada,3500
2012,Canada,20800
2012,Canada,10100
2012,United States,500
2012,United States,700
2012,United States,500
2012,United States,200
2012,United States,1100
2012,United States,100
2012,United States,300
2012,United States,300
2012,United States,600
2012,Overseas,800
2012,Overseas,1000
2012,Overseas,1300
2012,Canada,79200
2012,Canada,2700
2012,Canada,11200
2012,Canada,1000
2012,United States,1000
2012,United States,2200
2012,United States,800
2012,United States,300
2012,United States,100
2012,United States,700
2012,United States,0
2012,United States,100
2012,United States,100
2012,United States,100
2012,Overseas,0
2012,Canada,7900
2012,Canada,2600
2012,Canada,18300
2012,Canada,10800
2012,United States,400
2012,United States,700
2012,United States,800
2012,United States,300
2012,United States,1800
2012,United States,200
2012,United States,600
2012,United States,600
2012,United States,1000
2012,Overseas,1400
2012,Overseas,1000
2012,Overseas,1200
2012,Overseas,3200
2012,Canada,82800
2012,Canada,5500
2012,Canada,20700
2012,Canada,1900
2012,United States,1600
2012,United States,3900
2012,United States,2200
2012,United States,800
2012,United States,200
2012,United States,1400
2012,United States,100
2012,United States,200
2012,United States,300
2012,United States,200
2012,Overseas,0
2012,Canada,8400
2012,Canada,5700
2012,Canada,26700
2012,Canada,16100
2012,United States,1200
2012,United States,2000
2012,United States,1800
2012,United States,600
2012,United States,2900
2012,United States,800
2012,United States,800
2012,United States,400
2012,United States,1200
2012,Overseas,2100
2012,Overseas,1700
2012,Overseas,2300
2012,Overseas,3300
2012,Canada,123400
2012,Canada,17100
2012,Canada,62400
2012,Canada,4400
2012,United States,2900
2012,United States,8800
2012,United States,4700
2012,United States,1600
2012,United States,500
2012,United States,3600
2012,United States,400
2012,United States,600
2012,United States,700
2012,United States,500
2012,Overseas,0
2012,Canada,6700
2012,Canada,3200
2012,Canada,39700
2012,Canada,27700
2012,United States,1300
2012,United States,3000
2012,United States,2400
2012,United States,600
2012,United States,3500
2012,United States,600
2012,United States,1100
2012,United States,1100
2012,United States,1800
2012,Overseas,3100
2012,Overseas,2000
2012,Overseas,3700
2012,Overseas,4500
2012,Canada,130400
2012,Canada,15700
2012,Canada,62900
2012,Canada,3400
2012,United States,2900
2012,United States,8600
2012,United States,5000
2012,United States,1700
2012,United States,700
2012,United States,3400
2012,United States,200
2012,United States,600
2012,United States,600
2012,United States,500
2012,Overseas,0
2012,Canada,7700
2012,Canada,3000
2012,Canada,23600
2012,Canada,14300
2012,United States,800
2012,United States,1500
2012,United States,1600
2012,United States,600
2012,United States,2600
2012,United States,200
2012,United States,500
2012,United States,700
2012,United States,1400
2012,Overseas,3900
2012,Overseas,2000
2012,Overseas,2200
2012,Overseas,3000
2012,Canada,80600
2012,Canada,4200
2012,Canada,21200
2012,Canada,2100
2012,United States,1400
2012,United States,3800
2012,United States,3000
2012,United States,1300
2013,Overseas,0
2012,United States,500
2012,United States,1800
2012,United States,100
2012,United States,400
2012,United States,300
2012,United States,300
2012,Overseas,0
2012,Canada,11000
2012,Canada,3800
2012,Canada,18700
2012,Canada,12900
2012,United States,700
2012,United States,700
2012,United States,900
2012,United States,400
2012,United States,1600
2012,United States,200
2012,United States,400
2012,United States,500
2012,United States,1100
2012,Overseas,3400
2012,Overseas,500
2012,Overseas,900
2012,Overseas,2400
2012,Canada,80000
2012,Canada,3100
2012,Canada,10900
2012,Canada,1300
2012,United States,1000
2012,United States,2100
2012,United States,1300
2012,United States,400
2012,United States,100
2012,United States,700
2012,United States,100
2012,United States,100
2012,United States,200
2012,United States,200
2012,Overseas,0
2012,Canada,8800
2012,Canada,3900
2012,Canada,14800
2012,Canada,5700
2012,United States,300
2012,United States,400
2012,United States,400
2012,United States,100
2012,United States,900
2012,United States,100
2012,United States,200
2012,United States,200
2012,United States,600
2012,Overseas,600
2012,Overseas,100
2012,Overseas,800
2012,Overseas,800
2012,Canada,72800
2012,Canada,1400
2012,Canada,7000
2012,Canada,400
2012,United States,500
2012,United States,1300
2012,United States,300
2012,United States,100
2012,United States,0
2012,United States,200
2012,United States,0
2012,United States,0
2012,United States,100
2012,United States,100
2012,Overseas,0
2012,Canada,8600
2012,Canada,2800
2012,Canada,18200
2012,Canada,9100
2012,United States,500
2012,United States,300
2012,United States,300
2012,United States,100
2012,United States,500
2012,United States,200
2012,United States,200
2012,United States,100
2012,United States,200
2012,Overseas,500
2012,Overseas,0
2012,Overseas,600
2012,Overseas,1300
2012,Canada,68600
2012,Canada,1100
2012,Canada,7000
2012,Canada,400
2013,Overseas,900
2012,United States,300
2012,United States,1300
2012,United States,300
2012,United States,100
2012,United States,0
2012,United States,200
2012,United States,0
2012,United States,0
2012,United States,100
2012,United States,0
2012,Overseas,0
2013,Canada,6700
2013,Canada,2200
2013,Canada,13600
2013,Canada,5700
2013,United States,200
2013,United States,200
2013,United States,400
2013,United States,100
2013,United States,600
2013,United States,100
2013,United States,400
2013,United States,100
2013,United States,300
2013,Overseas,1000
2013,Overseas,400
2013,Overseas,600
2013,Overseas,1200
2013,Canada,56400
2013,Canada,700
2013,Canada,4200
2013,Canada,100
2013,United States,600
2013,United States,200
2013,United States,100
2013,United States,0
2013,United States,100
2013,United States,0
2013,United States,0
2013,United States,0
2013,United States,0
2013,United States,0
2013,Overseas,0
2013,Canada,8300
2013,Canada,2000
2013,Canada,9400
2013,Canada,3400
2013,United States,200
2013,United States,500
2013,United States,200
2013,United States,0
2013,United States,500
2013,United States,0
2013,United States,300
2013,United States,100
2013,United States,100
2013,Overseas,300
2013,Overseas,200
2013,Overseas,400
2013,Overseas,500
2013,Canada,46200
2013,Canada,600
2013,Canada,3100
2013,Canada,100
2013,United States,300
2013,United States,700
2013,United States,100
2013,United States,0
2013,United States,0
2013,United States,100
2013,United States,0
2013,United States,0
2013,United States,0
2013,United States,0
2013,Overseas,0
2013,Canada,10500
2013,Canada,3000
2013,Canada,10100
2013,Canada,3200
2013,United States,300
2013,United States,400
2013,United States,300
2013,United States,0
2013,United States,400
2013,United States,100
2013,United States,200
2013,United States,100
2013,United States,400
2013,Overseas,500
2013,Overseas,0
2013,Overseas,500
2013,Overseas,700
2013,Canada,68800
2013,Canada,1100
2013,Canada,5400
2013,Canada,300
2013,United States,300
2013,United States,1000
2013,United States,300
2013,United States,200
2013,United States,0
2013,United States,100
2013,United States,0
2013,United States,0
2013,United States,100
2013,United States,0
2013,Overseas,0
2013,Canada,7900
2013,Canada,2400
2013,Canada,11000
2013,Canada,4600
2013,United States,300
2013,United States,600
2013,United States,300
2013,United States,100
2013,United States,600
2013,United States,100
2013,United States,100
2013,United States,100
2013,United States,200
2013,Overseas,700
2013,Overseas,300
2013,Overseas,700
2013,Overseas,300
2013,Canada,68000
2013,Canada,1100
2013,Canada,6100
2013,Canada,500
2013,United States,400
2013,United States,1200
2013,United States,300
2013,United States,200
2013,United States,0
2013,United States,200
2013,United States,0
2013,United States,100
2013,United States,100
2013,United States,0
2013,Canada,8600
2013,Canada,2600
2013,Canada,16800
2013,Canada,7100
2013,United States,600
2013,United States,900
2013,United States,500
2013,United States,100
2013,United States,1000
2013,United States,100
2013,United States,200
2013,United States,200
2013,United States,500
2013,Overseas,900
2013,Overseas,200
2013,Overseas,800
2013,Overseas,1300
2013,Canada,77100
2013,Canada,2400
2013,Canada,11200
2013,Canada,1400
2013,United States,900
2013,United States,1700
2013,United States,700
2013,United States,300
2013,United States,100
2013,United States,600
2013,United States,0
2013,United States,100
2013,United States,200
2013,United States,100
2013,Overseas,0
2013,Canada,7000
2013,Canada,3400
2013,Canada,20700
2013,Canada,9800
2013,United States,700
2013,United States,1300
2013,United States,1200
2013,United States,200
2013,United States,1700
2013,United States,200
2013,United States,500
2013,United States,400
2013,United States,900
2013,Overseas,2000
2013,Overseas,1400
2013,Overseas,1200
2013,Canada,78000
2013,Canada,5200
2013,Canada,20900
2013,Canada,2100
2013,United States,1300
2013,United States,3500
2013,United States,1600
2013,United States,1200
2013,United States,200
2013,United States,1600
2013,United States,200
2013,United States,300
2013,United States,300
2013,United States,400
2013,Overseas,200
2013,Canada,9300
2013,Canada,3900
2013,Canada,23000
2013,Canada,17000
2013,United States,1100
2013,United States,2100
2013,United States,1600
2013,United States,600
2013,United States,3400
2013,United States,700
2013,United States,1500
2013,United States,500
2013,United States,1300
2013,Overseas,2400
2013,Overseas,1500
2013,Overseas,2200
2013,Overseas,3000
2013,Canada,121900
2013,Canada,13900
2013,Canada,62500
2013,Canada,4400
2013,United States,2400
2013,United States,6900
2013,United States,3900
2013,United States,2100
2013,United States,500
2013,United States,3000
2013,United States,400
2013,United States,500
2013,United States,700
2013,United States,600
2013,Overseas,200
2013,Canada,7300
2013,Canada,3800
2013,Canada,34300
2013,Canada,27700
2013,United States,1700
2013,United States,2300
2013,United States,2000
2013,United States,1300
2013,United States,3900
2013,United States,500
2013,United States,1300
2013,United States,1100
2013,United States,1700
2013,Overseas,4700
2013,Overseas,2100
2013,Overseas,3100
2013,Overseas,3600
2013,Canada,123900
2013,Canada,15900
2013,Canada,67300
2013,Canada,4400
2013,United States,2200
2013,United States,7500
2013,United States,4200
2013,United States,2100
2013,United States,500
2013,United States,2700
2013,United States,300
2013,United States,400
2013,United States,500
2013,United States,400
2013,Overseas,200
2013,Canada,7000
2013,Canada,3300
2013,Canada,21400
2013,Canada,14500
2013,United States,600
2013,United States,1400
2013,United States,1400
2013,United States,1400
2013,United States,2100
2013,United States,300
2013,United States,700
2013,United States,1000
2013,United States,2000
2013,Overseas,4300
2013,Overseas,2200
2013,Overseas,2000
2013,Overseas,2300
2013,Canada,73300
2013,Canada,3700
2013,Canada,20200
2013,Canada,2900
2013,United States,1200
2013,United States,3600
2013,United States,2100
2013,United States,1700
2013,United States,600
2013,United States,1500
2013,United States,400
2013,United States,300
2013,United States,400
2013,United States,400
2013,Overseas,300
2013,Canada,11800
2013,Canada,3100
2013,Canada,20600
2013,Canada,14300
2013,United States,900
2013,United States,1000
2013,United States,900
2013,United States,300
2013,United States,1400
2013,United States,300
2013,United States,900
2013,United States,300
2013,United States,900
2013,Overseas,1700
2013,Overseas,2300
2013,Overseas,2200
2013,Overseas,2300
2013,Canada,76400
2013,Canada,1800
2013,Canada,11500
2013,Canada,1300
2013,United States,1000
2013,United States,2000
2013,United States,1000
2013,United States,900
2014,Overseas,0
2013,United States,200
2013,United States,500
2013,United States,0
2013,United States,200
2013,United States,200
2013,United States,300
2013,Overseas,100
2013,Canada,9200
2013,Canada,2200
2013,Canada,14800
2013,Canada,6200
2013,United States,200
2013,United States,400
2013,United States,400
2013,United States,0
2013,United States,1100
2013,United States,0
2013,United States,300
2013,United States,200
2013,United States,400
2013,Overseas,500
2013,Overseas,100
2013,Overseas,1700
2013,Overseas,1000
2013,Canada,71500
2013,Canada,1100
2013,Canada,7300
2013,Canada,300
2013,United States,500
2013,United States,800
2013,United States,300
2013,United States,100
2013,United States,0
2013,United States,100
2013,United States,0
2013,United States,0
2013,United States,0
2013,United States,100
2013,Overseas,0
2013,Canada,6700
2013,Canada,2300
2013,Canada,13400
2013,Canada,5300
2013,United States,800
2013,United States,600
2013,United States,300
2013,United States,100
2013,United States,800
2013,United States,100
2013,United States,200
2013,United States,200
2013,United States,500
2013,Overseas,1000
2013,Overseas,100
2013,Overseas,500
2013,Overseas,1200
2013,Canada,53900
2013,Canada,600
2013,Canada,3600
2013,Canada,200
2013,United States,200
2013,United States,400
2013,United States,100
2013,United States,100
2013,United States,0
2013,United States,0
2013,United States,0
2013,United States,0
2013,United States,0
2013,United States,0
2013,Overseas,0
2014,Canada,8900
2014,Canada,2500
2014,Canada,11500
2014,Canada,7700
2014,United States,200
2014,United States,500
2014,United States,100
2014,United States,100
2014,United States,900
2014,United States,0
2014,United States,200
2014,United States,100
2014,United States,200
2014,Overseas,1200
2014,Overseas,200
2014,Overseas,0
2014,Overseas,600
2014,Overseas,2000
2014,Canada,55900
2014,Canada,900
2014,Canada,4300
2014,Canada,100
2014,Overseas,1000
2014,United States,200
2014,United States,500
2014,United States,100
2014,United States,0
2014,United States,0
2014,United States,0
2014,United States,0
2014,United States,0
